_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,the_author_of_the_tweet_seems_to_be_an_eye_witness_of_the_event,type_of_message,nil,the_author_of_the_tweet_seems_to_be_an_eye_witness_of_the_event_gold,tweet,tweet_no,tweet_no_rt,type_of_message_gold,user
238841784,12/24/2012 13:06:35,true,787018071,,12/24/2012 12:56:07,false,fusioncash,0.875,14888550,USA,TX,Mabank,24.75.117.149,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:21:40,true,787035001,false,12/24/2012 13:20:40,false,fusioncash,0.7,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: celebrities or authorities react to the event or visit the area
Informative: other type of photos/videos (not in the above classes)
Informative: other
Not informative: personal only
Not informative: unrelated to the disaster",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:26:37,true,787040657,,12/24/2012 13:24:42,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:27:20,true,787041520,false,12/24/2012 13:23:26,false,instagc,0.8571,14343804,USA,PA,Lebanon,98.235.250.131,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:35:58,true,787052488,,12/24/2012 13:32:04,false,golddiggergpt,0.8889,10491104,USA,WI,Fontana,24.196.110.185,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:36:48,true,787053524,,12/24/2012 13:34:28,false,golddiggergpt,0.8182,11092052,USA,IL,Chicago,108.92.226.94,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:37:43,true,787054622,false,12/24/2012 13:36:38,false,instagc,0.8333,13441146,USA,GA,Cleveland,98.18.108.46,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:42:05,true,787060644,,12/24/2012 13:38:45,false,instagc,0.8889,13608190,USA,SC,Summerville,98.25.35.43,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:42:59,true,787061714,,12/24/2012 13:41:20,false,instagc,0.8636,14893322,USA,VA,Lynchburg,96.235.218.238,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:47:24,true,787067406,,12/24/2012 13:45:32,false,instagc,0.7917,12973811,USA,SC,Greer,108.94.86.115,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,12/24/2012 13:57:23,true,787080059,true,12/24/2012 13:51:30,false,instagc,0.8,14452255,USA,AL,Elmore,68.207.200.230,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:17:53,true,797070055,,1/2/2013 12:14:11,false,instagc,0.8636,13839342,USA,TN,Bluff City,66.191.227.15,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:20:04,true,797071052,false,1/2/2013 12:16:59,false,instagc,0.8571,13787089,USA,NY,Cortland,67.249.98.252,,"Informative: caution or advice
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:23:33,true,797072840,,1/2/2013 12:17:11,false,amt,1.0,584003,USA,SC,Summerville,71.76.6.87,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:29:48,true,797075417,,1/2/2013 12:26:06,false,amt,0.9375,205866,USA,MD,Columbia,76.100.1.161,,"Informative: damage (building, road, lines, etc.)
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:34:29,true,797077677,false,1/2/2013 12:27:03,false,instagc,0.9091,14377677,USA,CA,Perris,173.51.46.93,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:42:02,true,797081058,,1/2/2013 12:39:25,false,amt,1.0,13159261,USA,OH,Cincinnati,74.215.141.252,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:45:50,true,797082315,true,1/2/2013 12:39:41,false,instagc,0.8636,14533342,USA,PA,Warminster,74.60.163.213,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:49:32,true,797083973,false,1/2/2013 12:45:29,false,instagc,0.9444,14309547,USA,MO,Springfield,75.42.239.15,,"Informative: caution or advice
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:54:50,true,797086008,,1/2/2013 12:50:12,false,zoombucks,0.9091,5652147,USA,CT,Darien,24.185.190.43,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:55:05,true,797086054,,1/2/2013 12:53:07,false,amt,1.0,6060594,USA,NY,Bronx,74.90.228.172,,"Informative: casualties (people injured or dead)
Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 12:58:55,true,797087862,,1/2/2013 12:57:34,false,amt,0.775,1742094,USA,KY,Winchester,184.43.93.171,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:01:29,true,797088926,,1/2/2013 12:54:39,false,instagc,0.9,13143040,USA,GA,Columbus,71.14.39.160,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:06:20,true,797091417,,1/2/2013 13:05:04,false,instagc,0.9565,13763729,USA,NY,Mastic,74.90.76.241,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:07:50,true,797092302,,1/2/2013 12:51:20,false,zoombucks,0.9545,14480261,USA,IL,Chicago,173.236.23.27,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:07:55,true,797092335,true,1/2/2013 13:06:37,false,instagc,0.7857,14357769,USA,GA,Lagrange,66.189.247.3,,"Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:09:43,true,797093140,false,1/2/2013 13:07:45,false,instagc,0.8571,13866653,USA,PA,Corry,76.188.154.254,,"Can not judge (not in English, too short, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:11:10,true,797094068,,1/2/2013 13:08:33,false,golddiggergpt,0.7692,15038871,USA,FL,Port Richey,68.200.93.250,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:12:40,true,797095215,false,1/2/2013 13:10:47,false,golddiggergpt,0.8,15039020,USA,"","",168.61.32.176,,Not informative: unrelated to the disaster,,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:18:08,true,797098093,true,1/2/2013 13:16:52,false,instagc,0.8235,13213570,USA,KY,Cynthiana,76.177.121.170,,Informative: other,,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:18:22,true,797098199,,1/2/2013 13:16:47,false,instagc,0.9048,14656595,USA,AZ,Bullhead City,24.121.139.243,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:20:24,true,797099181,,1/2/2013 13:19:09,false,amt,0.7692,5270743,USA,MA,Randolph,76.119.99.4,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: damage (building, road, lines, etc.)
Informative: requests donations of money, goods, or free services
Informative: information source with extensive coverage (radio, tv, website, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:21:37,true,797099949,,1/2/2013 13:12:29,false,amt,1.0,11307060,USA,AL,Huntsville,98.81.171.79,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:24:32,true,797101120,,1/2/2013 13:19:58,false,instagc,0.7143,13166748,USA,MD,Denton,71.200.11.183,true,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841784,1/2/2013 13:30:06,true,797103497,,1/2/2013 13:28:59,false,instagc,0.8571,14853026,USA,PA,Mifflinville,72.79.132.143,,"Informative: damage (building, road, lines, etc.)",,,RT @nytimes: More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,53537,More than 8 million homes in the U.S. are now without power post-storm: http://t.co/NxGQdZh8,"Informative: damage (building, road, lines, etc.)",brunamacedo06
238841785,12/24/2012 13:11:32,true,787023521,,12/24/2012 13:07:22,false,instagc,0.9048,14031300,USA,TX,Dallas,70.247.113.51,true,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:19:27,true,787032248,false,12/24/2012 13:16:52,false,fusioncash,0.7,13063182,USA,SC,Moncks Corner,98.124.116.69,,"Informative: caution or advice
Informative: casualties (people injured or dead)
Informative: other type of photos/videos (not in the above classes)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:24:34,true,787038410,true,12/24/2012 13:22:33,false,amt,0.875,14512675,USA,NY,Bronx,74.89.53.157,,"Informative: caution or advice
Not informative: personal only
Not informative: unrelated to the disaster",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:25:47,true,787039623,true,12/24/2012 13:23:27,false,instagc,0.7333,14425455,USA,MI,Rochester,69.136.129.135,,Not informative: unrelated to the disaster,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:36:28,true,787053077,,12/24/2012 13:34:31,false,instagc,0.8333,13441146,USA,GA,Cleveland,98.18.108.46,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:39:06,true,787056627,,12/24/2012 13:36:50,false,amt,0.8182,4911269,USA,FL,Alachua,174.131.46.90,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,12/24/2012 13:51:17,true,787072415,,12/24/2012 13:41:11,false,instagc,0.8,14452255,USA,AL,Elmore,68.207.200.230,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:19:14,true,797070754,false,1/2/2013 12:15:11,false,zoombucks,0.9545,14480261,USA,IL,Chicago,173.236.23.27,,Informative: other,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:21:44,true,797071777,false,1/2/2013 12:18:43,false,amt,0.7778,12961309,USA,CT,Winsted,72.10.125.60,,Informative: other,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:21:54,true,797071846,,1/2/2013 12:18:57,false,amt,0.775,1742094,USA,KY,Winchester,184.43.93.171,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:28:10,true,797074897,false,1/2/2013 12:19:38,false,amt,1.0,14307838,USA,FL,Orlando,68.59.145.61,,Not informative: personal only,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:28:23,true,797074922,,1/2/2013 12:25:17,false,instagc,0.9167,12969813,USA,NC,Chapel Hill,98.69.155.141,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:30:07,true,797075592,,1/2/2013 12:26:37,false,instagc,0.9375,13909739,USA,PA,Warren,207.255.163.16,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:36:54,true,797078644,,1/2/2013 12:34:28,false,instagc,0.9565,13763729,USA,NY,Mastic,74.90.76.241,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:43:35,true,797081542,false,1/2/2013 12:42:14,false,amt,1.0,13159261,USA,OH,Cincinnati,74.215.141.252,,Not informative: personal only,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:43:37,true,797081548,,1/2/2013 12:39:37,false,amt,0.8333,2142338,USA,"","",66.87.7.42,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:51:32,true,797084778,,1/2/2013 12:46:55,false,amt,1.0,4730614,USA,KY,Louisville,74.134.134.82,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 12:52:34,true,797085305,,1/2/2013 12:50:13,false,instagc,1.0,14111421,USA,AL,Louisville,12.37.199.94,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 13:02:12,true,797089164,true,1/2/2013 13:00:02,false,instagc,0.8,14342783,USA,SC,Boiling Springs,66.191.192.211,,Not informative: personal only,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 13:03:44,true,797089873,,1/2/2013 13:01:03,false,zoombucks,0.9091,5652147,USA,CT,Darien,24.185.190.43,,"Can not judge (not in English, too short, etc.)",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 13:04:10,true,797090122,true,1/2/2013 13:01:32,false,instagc,0.8636,13839342,USA,TN,Bluff City,66.191.227.15,,"Informative: other
Not informative: personal only",,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
238841785,1/2/2013 13:09:55,true,797093201,false,1/2/2013 13:08:25,false,instagc,0.8571,14853026,USA,PA,Mifflinville,72.79.132.143,,Not informative: personal only,,,These Hurricane Sandy pages though,113571,These Hurricane Sandy pages though,"Can not judge (not in English, too short, etc.)",CameronXCV
