id,user_id,pair_id,experiment_id,answer,duration
1368,2,379,1,yes,8676
1369,2,380,1,maybe,100592
1370,2,381,1,yes,188813
1371,2,382,1,maybe,7625
1372,2,383,1,maybe,7473
1373,2,384,1,maybe,63679
1374,2,385,1,yes,114656
1375,2,386,1,maybe,35792
1376,2,387,1,yes,33272
1377,2,388,1,yes,7373
1378,2,389,1,maybe,15582
1379,2,390,1,yes,102648
1380,2,391,1,yes,6364
1381,2,392,1,yes,24333
1382,2,393,1,maybe,30744
1383,2,394,1,yes,56818
1384,2,395,1,maybe,27899
1385,2,396,1,maybe,3743
1386,2,397,1,maybe,227897
1387,2,398,1,maybe,122596
1388,2,399,1,yes,10745
1389,2,400,1,yes,13239
1390,2,401,1,yes,15326
1391,2,402,1,maybe,4245
1392,2,403,1,maybe,16073
1393,2,404,1,yes,30495
1394,2,405,1,maybe,100314
1395,2,406,1,maybe,2503
1396,2,407,1,yes,6048
1397,2,408,1,yes,5272102
1398,2,409,1,yes,101832
1399,2,410,1,maybe,12213
1400,2,411,1,yes,9428
1401,2,412,1,yes,10199
1402,2,413,1,yes,6488
1403,2,414,1,yes,73745
1404,2,415,1,yes,22284
1405,2,416,1,yes,12669
1406,2,417,1,maybe,20152
1407,2,418,1,yes,446417
1408,2,419,1,yes,19735
1409,2,420,1,yes,15590
1410,2,421,1,maybe,10272
1411,2,422,1,maybe,167001
1412,2,423,1,maybe,125561
1413,2,424,1,yes,257459
1414,2,425,1,maybe,24941
1415,2,426,1,maybe,22122
1416,2,427,1,maybe,3200
1417,2,428,1,maybe,156686
1418,2,429,1,yes,35503
1419,2,430,1,maybe,6122
1420,2,431,1,yes,110421
1421,2,432,1,yes,5033
1422,2,433,1,yes,54388
1423,2,434,1,maybe,5973
1424,2,435,1,maybe,5850
1425,2,436,1,yes,14549
1426,2,437,1,maybe,10964
1427,2,438,1,yes,47493
1428,2,439,1,maybe,7599
1429,2,440,1,yes,61144
1430,2,441,1,maybe,9587
1431,2,442,1,maybe,52201
1432,2,443,1,maybe,33625
1433,2,444,1,maybe,17512
1434,2,445,1,maybe,24503
1435,2,446,1,yes,23108
1436,2,447,1,no,7639
1437,2,448,1,no,8615
1438,2,449,1,maybe,2803
1439,2,450,1,yes,197331
1440,2,451,1,yes,27431
1441,2,452,1,yes,90945
1442,2,453,1,maybe,49587
1443,2,454,1,no,3697
1444,2,455,1,yes,38145
1445,2,456,1,maybe,132185
1446,2,457,1,maybe,32811
1447,2,458,1,yes,20609
1448,2,459,1,maybe,41332
1449,2,460,1,yes,78175
1450,2,461,1,yes,58360
1451,2,462,1,yes,193383
1452,2,463,1,yes,7004
1453,2,464,1,maybe,4406
1454,2,465,1,yes,81164
1455,2,466,1,yes,75957
1456,2,467,1,maybe,7847
1457,2,468,1,yes,135529
1458,2,469,1,yes,17658
1459,2,470,1,maybe,15643
1460,2,471,1,yes,33042
1461,2,472,1,yes,36099
1462,2,473,1,yes,32218
1463,2,474,1,maybe,16089
1464,2,475,1,yes,85747
1465,2,476,1,yes,6353
1466,2,477,1,yes,238440
1467,2,478,1,yes,18195
1468,2,479,1,maybe,17580
1469,2,480,1,maybe,39978
1470,2,481,1,yes,5428
1471,2,482,1,yes,3021
1472,2,483,1,maybe,57822
1473,2,484,1,yes,5818
1474,2,485,1,no,6373
1475,2,486,1,yes,99501
1476,2,487,1,maybe,14391
1477,2,488,1,yes,10639
1478,2,489,1,maybe,5884
1479,2,490,1,maybe,2674
1480,2,491,1,yes,22296
1481,2,492,1,maybe,4191
1482,2,493,1,yes,379882
1483,2,494,1,maybe,12255
1484,2,495,1,yes,9459
1485,2,496,1,yes,22733
1486,2,497,1,yes,17873
1487,2,498,1,yes,21447
1488,2,499,1,yes,9379
1489,2,500,1,yes,9529
1490,2,501,1,maybe,262087
1491,2,502,1,maybe,209181
1492,2,503,1,maybe,29957
1493,2,504,1,yes,8883
1494,2,505,1,yes,4510
1495,2,506,1,maybe,13737
1496,2,507,1,maybe,247405
1497,2,508,1,maybe,89329
1498,2,509,1,yes,39200
1499,2,510,1,yes,21906
1500,2,511,1,maybe,148340
1501,2,512,1,no,258757
1502,2,513,1,yes,753603
1503,2,514,1,yes,19818
1504,2,515,1,yes,57564
1505,2,516,1,yes,154115
1506,2,517,1,maybe,32093
1507,2,518,1,yes,21734
1508,2,519,1,maybe,13241
1509,2,520,1,yes,28488
1510,2,521,1,maybe,10972
1511,2,522,1,maybe,135181
1512,2,523,1,yes,65920
1513,2,524,1,yes,18894
1514,2,525,1,yes,30929
1515,2,526,1,yes,11239881
1516,2,527,1,maybe,90247
1517,2,528,1,yes,12818
1518,2,529,1,yes,7121
1519,2,530,1,yes,28786
1520,2,531,1,maybe,13045
1521,2,532,1,yes,3710
1522,2,533,1,maybe,118348
1523,2,534,1,maybe,309828
1524,2,535,1,yes,41142
1525,2,536,1,maybe,11852
1526,2,537,1,maybe,38224
1527,2,538,1,yes,80415
1528,2,539,1,maybe,76892
1529,2,540,1,maybe,4442
1530,2,541,1,yes,42547
1531,2,542,1,yes,37734
1532,2,543,1,maybe,51405
1533,2,544,1,maybe,17588
1534,2,545,1,maybe,79346
1535,2,546,1,maybe,6425
1536,2,547,1,maybe,87747
1537,2,548,1,maybe,23462
1538,2,549,1,maybe,89998
1539,2,550,1,yes,6870
1540,2,551,1,yes,85305
1541,2,552,1,yes,20898
1542,2,553,1,maybe,36641
1543,2,554,1,maybe,62178
1544,2,555,1,maybe,40919
1545,2,556,1,maybe,69730
1546,2,557,1,yes,35075
1547,2,558,1,maybe,16486
1548,2,559,1,maybe,29427
1549,2,560,1,maybe,63935
1550,2,561,1,yes,8693
1551,2,562,1,maybe,90512
1552,2,563,1,maybe,16024
1553,2,564,1,maybe,22287
1554,2,565,1,maybe,35929
1555,2,566,1,yes,12200
1556,2,567,1,maybe,4626
1557,2,568,1,yes,8610
1558,2,569,1,yes,10122
1559,2,570,1,maybe,4685
1560,2,571,1,yes,4843
1561,2,572,1,maybe,9784
1562,2,573,1,maybe,2373
1563,2,574,1,maybe,117708
1564,2,575,1,maybe,18062
1565,2,576,1,yes,10294
1566,2,577,1,maybe,9094
1567,2,578,1,yes,3934
1568,2,579,1,yes,30303
1569,2,580,1,maybe,725566
1570,2,581,1,maybe,2064
1571,2,582,1,yes,83420
1572,2,583,1,yes,42766
1573,2,584,1,yes,12802
1574,2,585,1,yes,5136
1575,2,586,1,maybe,79172
1576,2,587,1,yes,6763
1577,2,588,1,maybe,8784
1578,2,589,1,yes,14683
1579,2,590,1,maybe,31246
1580,2,591,1,maybe,4446
1581,2,592,1,yes,286038
1582,2,593,1,maybe,10506
1583,2,594,1,yes,97558
1584,2,595,1,maybe,20050
1585,2,596,1,maybe,398518
1586,2,597,1,yes,18049
1587,2,598,1,maybe,232944
1588,2,599,1,yes,13555
1589,2,600,1,yes,41734
1590,2,601,1,maybe,174691
1591,2,602,1,yes,147976
1592,2,603,1,yes,159344
1593,2,604,1,maybe,28877
1594,2,605,1,yes,8415
1595,2,606,1,maybe,76041
1596,2,607,1,yes,60048
1597,2,608,1,maybe,15711
1598,2,609,1,yes,275560
1599,2,610,1,maybe,90862
1600,2,611,1,maybe,100504
1601,2,612,1,yes,9385
1602,2,613,1,yes,103796
1603,2,614,1,maybe,51347
1604,2,615,1,yes,98709
1605,2,616,1,yes,79896
1606,2,617,1,yes,69746
1607,2,618,1,maybe,13438
1608,2,619,1,maybe,21787
1609,2,620,1,no,18844
1610,2,621,1,maybe,2925253
1611,2,622,1,yes,129998
1612,2,623,1,yes,29229
1613,2,624,1,yes,228501
1614,2,625,1,maybe,191724
1615,2,626,1,maybe,1735439
1616,2,627,1,maybe,110419
1617,2,628,1,maybe,16277
1618,2,629,1,yes,89991
1619,2,630,1,maybe,15517
1620,2,631,1,maybe,560874
1621,2,632,1,maybe,19150
1622,2,633,1,maybe,7941
1623,2,634,1,maybe,10096
1624,2,635,1,yes,5076
1625,2,636,1,maybe,45085
1626,2,637,1,yes,17872
1627,2,638,1,maybe,7457
1628,2,639,1,maybe,19489
1629,2,640,1,yes,599645
1630,2,641,1,maybe,75919
1631,2,642,1,maybe,1174734
1632,2,643,1,maybe,19838
1633,2,644,1,yes,53924
1634,2,645,1,maybe,47124
1635,2,646,1,yes,83465
1636,2,647,1,yes,91103
1637,2,648,1,yes,10242
1638,2,649,1,yes,169831
1639,2,650,1,yes,4733
1640,2,651,1,yes,60829
1641,2,652,1,yes,32042
1642,2,653,1,yes,4369
1643,2,654,1,maybe,1241774
1644,2,655,1,maybe,32745
1645,2,656,1,yes,23305
1646,2,657,1,maybe,6116
1647,2,658,1,maybe,867531
1648,2,659,1,yes,3861925
1649,2,660,1,yes,381097
1650,2,661,1,maybe,5235
1651,2,662,1,maybe,93793
1652,2,663,1,yes,1088925
1653,2,664,1,yes,163157
1654,2,665,1,yes,10642
1655,2,666,1,maybe,5011
1656,2,667,1,yes,16652
1657,2,668,1,maybe,18203
1658,2,669,1,maybe,5114
1659,2,670,1,yes,10614
1660,2,671,1,yes,490643
1661,2,672,1,yes,18282
1662,2,673,1,maybe,4610
1663,2,674,1,yes,10872
1664,2,675,1,maybe,7827
1665,2,676,1,yes,75400
1666,2,677,1,yes,7589
1667,2,678,1,maybe,10243
1668,2,679,1,maybe,384965
1669,2,680,1,maybe,33003
1670,2,681,1,yes,5641
1671,2,682,1,maybe,44882
1672,2,683,1,maybe,9020
1673,2,684,1,maybe,122435
1674,2,685,1,yes,12106
1675,2,686,1,yes,358030
1676,2,687,1,yes,5475
1677,2,688,1,maybe,10577
1678,2,689,1,yes,7928
1679,2,690,1,yes,73032
1680,2,691,1,maybe,67509
1681,2,692,1,yes,6995
1682,2,693,1,yes,3240
1683,2,694,1,no,11274
1684,2,695,1,yes,5584
1685,2,696,1,maybe,13374
1686,2,697,1,maybe,2716
1687,2,698,1,maybe,18966
1688,2,699,1,yes,12793
1689,2,700,1,yes,14237
1690,2,701,1,yes,80234
1691,2,702,1,yes,34876
1692,2,703,1,maybe,11763
1693,2,704,1,yes,62271
1694,2,705,1,maybe,104784
1695,2,706,1,maybe,640675
1696,2,707,1,maybe,750981
1697,2,708,1,yes,108279
1698,2,709,1,maybe,100345
1699,2,710,1,yes,7867
1700,2,711,1,yes,42128
1701,2,712,1,maybe,29091
1702,2,713,1,yes,10438
1703,2,714,1,yes,2682
1704,2,715,1,yes,81958
1705,2,716,1,maybe,5806
1706,2,717,1,maybe,5389
1707,2,718,1,yes,142434
1708,2,719,1,maybe,52436
1709,2,720,1,yes,8717
1710,2,721,1,maybe,10255
1711,2,722,1,maybe,34304
1712,2,723,1,no,129509
1713,2,724,1,yes,38793
1714,2,725,1,yes,63673
1715,2,726,1,maybe,11587
1716,2,727,1,yes,13850
1717,2,728,1,maybe,6896
1718,2,729,1,maybe,7831
1719,2,730,1,yes,3512
1720,2,731,1,maybe,35180
1721,2,732,1,yes,189782
1722,2,733,1,yes,23222
1723,2,734,1,maybe,8043
1724,2,735,1,maybe,2895
1725,2,736,1,yes,18165
1726,2,737,1,maybe,4983
1727,2,738,1,maybe,3318
1728,2,739,1,yes,60136
1729,2,740,1,yes,27525
1730,2,741,1,maybe,28736
1731,2,742,1,maybe,8652
1732,2,743,1,yes,3554
1733,2,744,1,yes,11630
1734,2,745,1,maybe,12646
1735,2,746,1,yes,202839
1736,2,747,1,maybe,9326
1737,2,748,1,maybe,32364
1738,2,749,1,maybe,24277
1739,2,750,1,yes,53473
1740,2,751,1,maybe,8737
1741,2,752,1,maybe,5265
1742,2,753,1,maybe,191727
1743,2,754,1,maybe,31918
1744,2,755,1,maybe,2952
1745,2,756,1,maybe,17143
1746,2,757,1,yes,48826
1747,2,758,1,maybe,79537827
1748,2,759,1,maybe,144351
1749,2,760,1,yes,6307
1750,2,761,1,maybe,27290
1751,2,762,1,maybe,28213
1752,2,763,1,yes,7256
1753,2,764,1,maybe,47091
1754,2,765,1,maybe,4435
1755,2,766,1,maybe,34050
1756,2,767,1,maybe,192488
1757,2,768,1,maybe,5615
1758,2,769,1,maybe,7614
1759,2,770,1,maybe,4287
1760,2,771,1,maybe,11542
1761,2,772,1,yes,37125
1762,2,773,1,yes,6029
1763,2,774,1,yes,20864
1764,2,775,1,yes,8294
1765,2,776,1,maybe,26096
1766,2,777,1,maybe,24774
1767,2,778,1,yes,43941
1768,2,779,1,maybe,231348
1769,2,780,1,maybe,19515
1770,2,781,1,maybe,28112
1771,2,782,1,maybe,64312
1772,2,783,1,maybe,19952
1773,2,784,1,maybe,75385
1774,2,785,1,yes,10828
1775,2,786,1,maybe,12905
1776,2,787,1,yes,8764
1777,2,788,1,maybe,11744
1778,2,789,1,yes,55677
1779,2,790,1,yes,13208
1780,2,791,1,maybe,19988
1781,2,792,1,maybe,5580
1782,2,793,1,yes,3216
1783,2,794,1,yes,16685
1784,2,795,1,maybe,92562
1785,2,796,1,yes,19592
1786,2,797,1,maybe,5273
1787,2,798,1,maybe,8597
1788,2,799,1,yes,44750
1789,2,800,1,maybe,9469
1790,2,801,1,yes,10756
1791,2,802,1,yes,9268
1792,2,803,1,yes,6958
1793,2,804,1,yes,1006865
1794,2,805,1,yes,14754
1795,2,806,1,maybe,17270
1796,2,807,1,maybe,8445
1797,2,808,1,yes,6536
1798,2,809,1,yes,16173
1799,2,810,1,maybe,8440
1800,2,811,1,maybe,8263
1801,2,812,1,yes,9127
1802,2,813,1,maybe,39799
1803,2,814,1,yes,9303
1804,2,815,1,maybe,8229
1805,2,816,1,maybe,27493
1806,2,817,1,maybe,8276
1807,2,818,1,yes,12268
1808,2,819,1,yes,6139
1809,2,820,1,yes,24175
1810,2,821,1,maybe,164601
1811,2,822,1,maybe,17488
1812,2,823,1,yes,46379
1813,2,824,1,yes,775634
1814,2,825,1,maybe,10283
1815,2,826,1,yes,4167
1816,2,827,1,maybe,53271
1817,2,828,1,maybe,13136
1818,2,829,1,yes,6278
1819,2,830,1,yes,9591
1820,2,831,1,maybe,35193
1821,2,832,1,yes,38927
1822,2,833,1,yes,14225
1823,2,834,1,yes,50154
1824,2,835,1,yes,4306
1825,2,836,1,maybe,68845
1826,2,837,1,yes,41003
1827,2,838,1,yes,5030
1828,2,839,1,maybe,78688
1829,2,840,1,maybe,86463
1830,2,841,1,maybe,117087
1831,2,842,1,maybe,15539
1832,2,843,1,maybe,2858
1833,2,844,1,yes,18752
1834,2,845,1,yes,16764
1835,2,846,1,maybe,6458
1836,2,847,1,maybe,41210
1837,2,848,1,yes,8975
1838,2,849,1,yes,11969
1839,2,850,1,yes,13707
1840,2,851,1,maybe,6586
1841,2,852,1,maybe,32816
1842,2,853,1,yes,6850
1843,2,854,1,maybe,47863
1844,2,855,1,maybe,1006615
1845,2,856,1,yes,82521
1846,2,857,1,yes,60138
1847,2,858,1,yes,38003
1848,2,859,1,maybe,67540
1849,2,860,1,maybe,10237
1850,2,861,1,maybe,4098
1851,2,862,1,yes,9875
1852,2,863,1,yes,209687
1853,2,864,1,maybe,25749
1854,2,865,1,maybe,12334
1855,2,866,1,maybe,823535
1856,2,867,1,maybe,122299
1857,2,868,1,yes,441929
1858,2,869,1,yes,10084
1859,2,870,1,yes,8160
1860,2,871,1,yes,9071
1861,2,872,1,yes,846653
1862,2,873,1,yes,9256
1863,2,874,1,maybe,607374
1864,2,875,1,yes,104422
1865,2,876,1,yes,10095
1866,2,877,1,maybe,8729
1867,2,878,1,maybe,36863
1868,2,879,1,yes,21233
1869,2,880,1,yes,290097
